time_ns,positive,false_positive,negative,false_negative,actual_prng,actual_seed,expected_prng,expected_seed,check_manually
233916800,true,false,false,false,XOSHIRO256STARSTAR,1646842279,XOSHIRO256STARSTAR,1646842279,false
215191399,true,false,false,false,PCG32,32542,PCG32,32542,false
224431499,true,false,false,false,XORSHIFT128PLUS,1646755649,XORSHIFT128PLUS,1646755649,false
219825900,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646835552,MERSENNE_TWISTER_PYTHON,1646835552,false
5077212800,false,false,true,false,null,null,CHA_CHA_8,1647663661,false
255905700,true,false,false,false,MERSENNE_TWISTER_PYTHON,4146,MERSENNE_TWISTER_PYTHON,4146,false
5080224900,false,false,true,false,null,null,GLIBCLCG,22762,false
2316441500,true,false,false,false,XOSHIRO128STARSTAR,117527485087744,XOSHIRO128STARSTAR,27364,false
223926300,true,false,false,false,XOSHIRO256STARSTAR,1646720023,XOSHIRO256STARSTAR,1646720023,false
222540200,true,false,false,false,XORSHIFT128PLUS,1646703207,XORSHIFT128PLUS,1646703207,false
236923300,true,false,false,false,XORSHIFT128PLUS,1646764966,XORSHIFT128PLUS,1646764966,false
2281686100,true,false,false,false,XOSHIRO128STARSTAR,7072982014550343680,XOSHIRO128STARSTAR,1646806955,false
219161101,true,false,false,false,XOSHIRO256STARSTAR,1646722324,XOSHIRO256STARSTAR,1646722324,false
5085273500,false,false,true,false,null,null,CHA_CHA_20,14194,false
5084738200,false,false,true,false,null,null,CHA_CHA_12,1647664773,false
5079260499,false,false,true,false,null,null,CHA_CHA_12,1647657465,false
231621000,true,false,false,false,XOSHIRO256STARSTAR,1646706377,XOSHIRO256STARSTAR,1646706377,false
5106472200,false,false,true,false,null,null,CHA_CHA_12,1647621050,false
3642981100,false,true,false,false,XOSHIRO128STARSTAR,71541605361240002977876835483022844038,XOSHIRO128STARSTAR,1646801724,true
312877900,true,false,false,false,JAVA_RANDOM,1646816631,JAVA_RANDOM,1646816631,false
5073475600,false,false,true,false,null,null,CHA_CHA_12,1647585924,false
5065686400,false,false,true,false,null,null,GOLANGLCG,1647691574,false
306213301,true,false,false,false,JAVA_RANDOM,1646748919,JAVA_RANDOM,1646748919,false
5075895399,false,false,true,false,null,null,CHA_CHA_12,1647600793,false
215059001,true,false,false,false,XOSHIRO256STARSTAR,1646765282,XOSHIRO256STARSTAR,1646765282,false
2328954800,true,false,false,false,XOSHIRO128STARSTAR,7072567713415036928,XOSHIRO128STARSTAR,1646710493,false
222173399,true,false,false,false,MERSENNE_TWISTER_PYTHON,2096,MERSENNE_TWISTER_PYTHON,2096,false
5073460601,false,false,true,false,null,null,GLIBCLCG,1647609819,false
2283827400,true,false,false,false,XOSHIRO128STARSTAR,7073035766066053120,XOSHIRO128STARSTAR,1646819470,false
2270668599,true,false,false,false,XOSHIRO128STARSTAR,7073034353021812736,XOSHIRO128STARSTAR,1646819141,false
225936700,true,false,false,false,XORSHIFT128PLUS,1646819140,XORSHIFT128PLUS,1646819140,false
5076874400,false,false,true,false,null,null,CHA_CHA_8,1647610561,false
230698100,true,false,false,false,PCG32,1646826270,PCG32,1646826270,false
236819499,true,false,false,false,JAVA_RANDOM,1646784788,JAVA_RANDOM,1646784788,false
5061752199,false,false,true,false,null,null,CHA_CHA_12,1647709015,false
5074515900,false,false,true,false,null,null,GOLANGLCG,1647619945,false
5065227799,false,false,true,false,null,null,CHA_CHA_12,1647636072,false
2240411901,true,false,false,false,XOSHIRO128STARSTAR,7072769413669191680,XOSHIRO128STARSTAR,1646757455,false
5063487501,false,false,true,false,null,null,CHA_CHA_8,1647618453,false
211855100,true,false,false,false,XOSHIRO256STARSTAR,1646827303,XOSHIRO256STARSTAR,1646827303,false
5086397500,false,false,true,false,null,null,KNUTH,1647702836,false
5155601099,false,false,true,false,null,null,CHA_CHA_8,3360,false
5081605399,false,false,true,false,null,null,KNUTH,1647700992,false
5097624300,false,false,true,false,null,null,GOLANGLCG,1647619960,false
328654899,true,false,false,false,JAVA_RANDOM,1646717838,JAVA_RANDOM,1646717838,false
5111419299,false,false,true,false,null,null,KNUTH,1647578303,false
218154600,true,false,false,false,XOSHIRO256STARSTAR,1646725434,XOSHIRO256STARSTAR,1646725434,false
2280013599,true,false,false,false,XOSHIRO128STARSTAR,7072524772332011520,XOSHIRO128STARSTAR,1646700495,false
5069829800,false,false,true,false,null,null,CHA_CHA_20,1647686286,false
227471400,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646834019,MERSENNE_TWISTER_PYTHON,1646834019,false
5075665600,false,false,true,false,null,null,CHA_CHA_8,1647618498,false
236546800,true,false,false,false,JAVA_RANDOM,1646788198,JAVA_RANDOM,1646788198,false
338481500,true,false,false,false,JAVA_RANDOM,1646765500,JAVA_RANDOM,1646765500,false
208499699,true,false,false,false,XOSHIRO256STARSTAR,1646778177,XOSHIRO256STARSTAR,1646778177,false
211335000,true,false,false,false,PCG32,1646732388,PCG32,1646732388,false
210478900,true,false,false,false,MERSENNE_TWISTER_PYTHON,876,MERSENNE_TWISTER_PYTHON,876,false
5093265101,false,false,true,false,null,null,CHA_CHA_8,1647664092,false
2410308699,true,false,false,false,XOSHIRO128STARSTAR,7072717156802101248,XOSHIRO128STARSTAR,1646745288,false
5138755800,false,false,true,false,null,null,GOLANGLCG,1647681297,false
5162370501,false,false,true,false,null,null,KNUTH,1647598827,false
5064119099,false,false,true,false,null,null,CHA_CHA_12,4715,false
216884800,true,false,false,false,XOSHIRO256STARSTAR,1646816274,XOSHIRO256STARSTAR,1646816274,false
5069064000,false,false,true,false,null,null,CHA_CHA_12,1647652532,false
5062167999,false,false,true,false,null,null,CHA_CHA_8,1647616566,false
248578701,true,false,false,false,XORSHIFT128PLUS,1646850417,XORSHIFT128PLUS,1646850417,false
210515699,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646811301,MERSENNE_TWISTER_PYTHON,1646811301,false
222511200,true,false,false,false,PCG32,1646771609,PCG32,1646771609,false
5070869000,false,false,true,false,null,null,CHA_CHA_20,1647608381,false
219062699,true,false,false,false,PCG32,1646785279,PCG32,1646785279,false
5065744800,false,false,true,false,null,null,CHA_CHA_20,1647601730,false
5071077200,false,false,true,false,null,null,KNUTH,1647620797,false
5215326200,false,false,true,false,null,null,GLIBCLCG,219,false
228429900,true,false,false,false,XOSHIRO256STARSTAR,1646727834,XOSHIRO256STARSTAR,1646727834,false
5084592599,false,false,true,false,null,null,GLIBCLCG,1647598137,false
5062514000,false,false,true,false,null,null,CHA_CHA_20,1647712416,false
5110847799,false,false,true,false,null,null,GOLANGLCG,1647574586,false
5081310000,false,false,true,false,null,null,KNUTH,1647567845,false
209840200,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646726257,MERSENNE_TWISTER_PYTHON,1646726257,false
5075691600,false,false,true,false,null,null,KNUTH,1647572076,false
210038900,true,false,false,false,XORSHIFT128PLUS,1646841994,XORSHIFT128PLUS,1646841994,false
5069162700,false,false,true,false,null,null,CHA_CHA_8,13702,false
2374138899,true,false,false,false,XOSHIRO128STARSTAR,7072765075752222720,XOSHIRO128STARSTAR,1646756445,false
5076647700,false,false,true,false,null,null,CHA_CHA_20,1647569388,false
5063865101,false,false,true,false,null,null,CHA_CHA_8,1647660844,false
242201199,true,false,false,false,XORSHIFT128PLUS,1646727115,XORSHIFT128PLUS,1646727115,false
5064396101,false,false,true,false,null,null,KNUTH,1647666843,false
5114021399,false,false,true,false,null,null,KNUTH,1647634259,false
5074100400,false,false,true,false,null,null,CHA_CHA_20,1647716106,false
2266436899,true,false,false,false,XOSHIRO128STARSTAR,7073136367085027328,XOSHIRO128STARSTAR,1646842893,false
5080616000,false,false,true,false,null,null,KNUTH,1647663556,false
5077269100,false,false,true,false,null,null,CHA_CHA_8,1647683860,false
207842500,true,false,false,false,XOSHIRO256STARSTAR,1646778276,XOSHIRO256STARSTAR,1646778276,false
207333600,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646814012,MERSENNE_TWISTER_PYTHON,1646814012,false
5067476601,false,false,true,false,null,null,GOLANGLCG,1647606513,false
249035699,true,false,false,false,XOSHIRO256STARSTAR,1646801150,XOSHIRO256STARSTAR,1646801150,false
2268639800,true,false,false,false,XOSHIRO128STARSTAR,7072991102701142016,XOSHIRO128STARSTAR,1646809071,false
5075176899,false,false,true,false,null,null,GOLANGLCG,1647647282,false
482765900,true,false,false,false,JAVA_RANDOM,1646772353,JAVA_RANDOM,1646772353,false
227156200,true,false,false,false,PCG32,1646768814,PCG32,1646768814,false
314967800,true,false,false,false,JAVA_RANDOM,3030,JAVA_RANDOM,3030,false
215293600,true,false,false,false,XOSHIRO256STARSTAR,1646720288,XOSHIRO256STARSTAR,1646720288,false
2373650900,true,false,false,false,XOSHIRO128STARSTAR,7073077173845753856,XOSHIRO128STARSTAR,1646829111,false
320299900,true,false,false,false,JAVA_RANDOM,1646728888,JAVA_RANDOM,1646728888,false
215219300,true,false,false,false,XOSHIRO256STARSTAR,1646832595,XOSHIRO256STARSTAR,1646832595,false
5095860499,false,false,true,false,null,null,KNUTH,1647719700,false
5085867700,false,false,true,false,null,null,GLIBCLCG,1647697822,false
207187600,true,false,false,false,PCG32,7044,PCG32,7044,false
5081839200,false,false,true,false,null,null,GOLANGLCG,1647699369,false
5088473601,false,false,true,false,null,null,KNUTH,25792,false
360354501,true,false,false,false,JAVA_RANDOM,1646868538,JAVA_RANDOM,1646868538,false
5065206200,false,false,true,false,null,null,CHA_CHA_12,1647612266,false
5074275700,false,false,true,false,null,null,CHA_CHA_12,12556,false
2368087199,true,false,false,false,XOSHIRO128STARSTAR,55615531515904,XOSHIRO128STARSTAR,12949,false
205949999,true,false,false,false,PCG32,1646801964,PCG32,1646801964,false
307637500,true,false,false,false,JAVA_RANDOM,1646757755,JAVA_RANDOM,1646757755,false
5059611001,false,false,true,false,null,null,GLIBCLCG,1647725626,false
5142835700,false,false,true,false,null,null,KNUTH,1647621159,false
5073267699,false,false,true,false,null,null,CHA_CHA_8,1647702535,false
229676000,true,false,false,false,PCG32,1646774860,PCG32,1646774860,false
5077080200,false,false,true,false,null,null,CHA_CHA_12,1647717699,false
5165402601,false,false,true,false,null,null,KNUTH,1647581861,false
2467380199,true,false,false,false,XOSHIRO128STARSTAR,7072969258497474560,XOSHIRO128STARSTAR,1646803985,false
214921699,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646783292,MERSENNE_TWISTER_PYTHON,1646783292,false
5074740201,false,false,true,false,null,null,GLIBCLCG,1647627033,false
212929800,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646860747,MERSENNE_TWISTER_PYTHON,1646860747,false
206297500,true,false,false,false,XORSHIFT128PLUS,32292,XORSHIFT128PLUS,32292,false
5077628300,false,false,true,false,null,null,CHA_CHA_12,1647712484,false
308996100,true,false,false,false,JAVA_RANDOM,1646792152,JAVA_RANDOM,1646792152,false
2259136299,true,false,false,false,XOSHIRO128STARSTAR,7072648540404580352,XOSHIRO128STARSTAR,1646729312,false
207199801,true,false,false,false,XOSHIRO256STARSTAR,1646779021,XOSHIRO256STARSTAR,1646779021,false
211773500,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646699098,MERSENNE_TWISTER_PYTHON,1646699098,false
209964000,true,false,false,false,PCG32,1646779843,PCG32,1646779843,false
5073549000,false,false,true,false,null,null,KNUTH,1647624662,false
2308802900,true,false,false,false,XOSHIRO128STARSTAR,7072571437151682560,XOSHIRO128STARSTAR,1646711360,false
220357599,true,false,false,false,JAVA_RANDOM,20275,JAVA_RANDOM,20275,false
5069873900,false,false,true,false,null,null,CHA_CHA_8,1647565113,false
5096801000,false,false,true,false,null,null,GLIBCLCG,1647715045,false
5088107000,false,false,true,false,null,null,KNUTH,11145,false
206247900,true,false,false,false,XORSHIFT128PLUS,1646784591,XORSHIFT128PLUS,1646784591,false
231324300,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646750790,MERSENNE_TWISTER_PYTHON,1646750790,false
225287000,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646743934,MERSENNE_TWISTER_PYTHON,1646743934,false
226209200,true,false,false,false,PCG32,1646700009,PCG32,1646700009,false
5070872600,false,false,true,false,null,null,GOLANGLCG,1647605127,false
326267900,true,false,false,false,JAVA_RANDOM,1646741561,JAVA_RANDOM,1646741561,false
5057589900,false,false,true,false,null,null,GLIBCLCG,1647663907,false
5080291499,false,false,true,false,null,null,CHA_CHA_12,5803,false
5071945199,false,false,true,false,null,null,KNUTH,1647600361,false
257746800,true,false,false,false,XORSHIFT128PLUS,1646759648,XORSHIFT128PLUS,1646759648,false
2358595900,true,false,false,false,XOSHIRO128STARSTAR,7072846302173724672,XOSHIRO128STARSTAR,1646775357,false
212077101,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646793183,MERSENNE_TWISTER_PYTHON,1646793183,false
5077773400,false,false,true,false,null,null,CHA_CHA_12,1647617228,false
5079984901,false,false,true,false,null,null,CHA_CHA_12,1647693127,false
5105981199,false,false,true,false,null,null,CHA_CHA_12,1647614047,false
5058901400,false,false,true,false,null,null,KNUTH,1647591043,false
5086118000,false,false,true,false,null,null,CHA_CHA_12,1647672940,false
223515400,true,false,false,false,XOSHIRO256STARSTAR,22709,XOSHIRO256STARSTAR,22709,false
5082623601,false,false,true,false,null,null,CHA_CHA_12,1647621143,false
5145964100,false,false,true,false,null,null,CHA_CHA_12,1647584725,false
255186401,true,false,false,false,XOSHIRO256STARSTAR,1646729348,XOSHIRO256STARSTAR,1646729348,false
211092300,true,false,false,false,PCG32,29609,PCG32,29609,false
214376500,true,false,false,false,XOSHIRO256STARSTAR,1646753463,XOSHIRO256STARSTAR,1646753463,false
5083502601,false,false,true,false,null,null,KNUTH,1647692494,false
5110007400,false,false,true,false,null,null,GLIBCLCG,1647611196,false
5086003200,false,false,true,false,null,null,CHA_CHA_20,1647646841,false
318386800,true,false,false,false,JAVA_RANDOM,1646708340,JAVA_RANDOM,1646708340,false
5081163300,false,false,true,false,null,null,GLIBCLCG,22517,false
328341100,true,false,false,false,JAVA_RANDOM,1646710243,JAVA_RANDOM,1646710243,false
5079214700,false,false,true,false,null,null,CHA_CHA_12,1647606640,false
2436503400,true,false,false,false,XOSHIRO128STARSTAR,7073164460466110464,XOSHIRO128STARSTAR,1646849434,false
5082231199,false,false,true,false,null,null,KNUTH,1647581774,false
2288205999,true,false,false,false,XOSHIRO128STARSTAR,7073167033151520768,XOSHIRO128STARSTAR,1646850033,false
309067800,true,false,false,false,JAVA_RANDOM,1646846786,JAVA_RANDOM,1646846786,false
205369800,true,false,false,false,XORSHIFT128PLUS,18460,XORSHIFT128PLUS,18460,false
5077580900,false,false,true,false,null,null,GLIBCLCG,1647637878,false
5076846300,false,false,true,false,null,null,CHA_CHA_12,1028,false
5080777500,false,false,true,false,null,null,GOLANGLCG,1647656533,false
5085192300,false,false,true,false,null,null,CHA_CHA_20,1647695535,false
242059300,true,false,false,false,XORSHIFT128PLUS,1646708917,XORSHIFT128PLUS,1646708917,false
5136854900,false,false,true,false,null,null,GOLANGLCG,1647727086,false
5081698199,false,false,true,false,null,null,CHA_CHA_20,1647654695,false
5088090901,false,false,true,false,null,null,CHA_CHA_12,13472,false
304504300,true,false,false,false,JAVA_RANDOM,1646858710,JAVA_RANDOM,1646858710,false
212044400,true,false,false,false,PCG32,1646805325,PCG32,1646805325,false
5076681301,false,false,true,false,null,null,GLIBCLCG,1647646085,false
5064434600,false,false,true,false,null,null,CHA_CHA_20,22509,false
5079609800,false,false,true,false,null,null,CHA_CHA_8,4751,false
239791100,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646778102,MERSENNE_TWISTER_PYTHON,1646778102,false
2446277400,true,false,false,false,XOSHIRO128STARSTAR,7072811817881305088,XOSHIRO128STARSTAR,1646767328,false
5073030600,false,false,true,false,null,null,GOLANGLCG,4984,false
2282668700,true,false,false,false,XOSHIRO128STARSTAR,138598594641920,XOSHIRO128STARSTAR,32270,false
215889799,true,false,false,false,PCG32,1646775648,PCG32,1646775648,false
5061774001,false,false,true,false,null,null,CHA_CHA_8,1647698622,false
5060613100,false,false,true,false,null,null,GLIBCLCG,422,false
5085273601,false,false,true,false,null,null,GOLANGLCG,1647727499,false
5077572200,false,false,true,false,null,null,KNUTH,1647616227,false
2405721400,true,false,false,false,XOSHIRO128STARSTAR,7073048925845848064,XOSHIRO128STARSTAR,1646822534,false
228919201,true,false,false,false,PCG32,1646836538,PCG32,1646836538,false
5093833299,false,false,true,false,null,null,CHA_CHA_20,1647581434,false
211206900,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646713076,MERSENNE_TWISTER_PYTHON,1646713076,false
5089365500,false,false,true,false,null,null,GLIBCLCG,1647586323,false
222328700,true,false,false,false,PCG32,1646816916,PCG32,1646816916,false
5066494799,false,false,true,false,null,null,CHA_CHA_20,29370,false
216131400,true,false,false,false,PCG32,1646859234,PCG32,1646859234,false
216072000,true,false,false,false,XORSHIFT128PLUS,1646816342,XORSHIFT128PLUS,1646816342,false
5068715199,false,false,true,false,null,null,KNUTH,1647673908,false
2272401900,true,false,false,false,XOSHIRO128STARSTAR,7073149578404429824,XOSHIRO128STARSTAR,1646845969,false
210685100,true,false,false,false,PCG32,1646744887,PCG32,1646744887,false
5071794100,false,false,true,false,null,null,GOLANGLCG,1647600299,false
5109360200,false,false,true,false,null,null,CHA_CHA_20,1647574276,false
322792700,true,false,false,false,JAVA_RANDOM,1646825038,JAVA_RANDOM,1646825038,false
5074182400,false,false,true,false,null,null,CHA_CHA_20,23726,false
2270583101,true,false,false,false,XOSHIRO128STARSTAR,7073162373112004608,XOSHIRO128STARSTAR,1646848948,false
5079828801,false,false,true,false,null,null,CHA_CHA_20,1647564151,false
2267605399,true,false,false,false,XOSHIRO128STARSTAR,7072901174675898368,XOSHIRO128STARSTAR,1646788133,false
5081753101,false,false,true,false,null,null,GOLANGLCG,1647666467,false
5081586399,false,false,true,false,null,null,CHA_CHA_12,1647642899,false
5103535000,false,false,true,false,null,null,CHA_CHA_8,1647619137,false
5086602100,false,false,true,false,null,null,KNUTH,1647643260,false
2412665000,true,false,false,false,XOSHIRO128STARSTAR,7072859861385478144,XOSHIRO128STARSTAR,1646778514,false
5085248501,false,false,true,false,null,null,GOLANGLCG,1647657784,false
236547800,true,false,false,false,XOSHIRO256STARSTAR,1646814638,XOSHIRO256STARSTAR,1646814638,false
5069283400,false,false,true,false,null,null,KNUTH,1647675964,false
223443700,true,false,false,false,MERSENNE_TWISTER_PYTHON,4519,MERSENNE_TWISTER_PYTHON,4519,false
5081452300,false,false,true,false,null,null,CHA_CHA_8,1647688495,false
5099172700,false,false,true,false,null,null,KNUTH,8600,false
5110815601,false,false,true,false,null,null,GLIBCLCG,1647574806,false
5071948600,false,false,true,false,null,null,KNUTH,1647615738,false
2430689200,true,false,false,false,XOSHIRO128STARSTAR,7072724707354607616,XOSHIRO128STARSTAR,1646747046,false
206161899,true,false,false,false,PCG32,1646724576,PCG32,1646724576,false
239613801,true,false,false,false,PCG32,14407,PCG32,14407,false
212791499,true,false,false,false,XORSHIFT128PLUS,1646838504,XORSHIFT128PLUS,1646838504,false
2273183100,true,false,false,false,XOSHIRO128STARSTAR,7072617620935016448,XOSHIRO128STARSTAR,1646722113,false
5090751901,false,false,true,false,null,null,CHA_CHA_20,1647577343,false
5084805799,false,false,true,false,null,null,GOLANGLCG,1647690029,false
224672800,true,false,false,false,PCG32,1646849850,PCG32,1646849850,false
2374612100,true,false,false,false,XOSHIRO128STARSTAR,7073008600397905920,XOSHIRO128STARSTAR,1646813145,false
5063035501,false,false,true,false,null,null,GLIBCLCG,1647567115,false
295413000,true,false,false,false,XOSHIRO256STARSTAR,1646786335,XOSHIRO256STARSTAR,1646786335,false
5113230499,false,false,true,false,null,null,GLIBCLCG,14769,false
5100744300,false,false,true,false,null,null,KNUTH,1647569916,false
5125796000,false,false,true,false,null,null,KNUTH,1647660757,false
5071468899,false,false,true,false,null,null,CHA_CHA_20,1647605202,false
5071807800,false,false,true,false,null,null,CHA_CHA_8,1647649435,false
206419700,true,false,false,false,PCG32,1646819481,PCG32,1646819481,false
2313749600,true,false,false,false,XOSHIRO128STARSTAR,7072960256246022144,XOSHIRO128STARSTAR,1646801889,false
242503400,true,false,false,false,XOSHIRO256STARSTAR,1646755447,XOSHIRO256STARSTAR,1646755447,false
213418499,true,false,false,false,XORSHIFT128PLUS,1646866535,XORSHIFT128PLUS,1646866535,false
217030199,true,false,false,false,XORSHIFT128PLUS,1646775016,XORSHIFT128PLUS,1646775016,false
5060095600,false,false,true,false,null,null,CHA_CHA_8,1647688269,false
5107140000,false,false,true,false,null,null,CHA_CHA_8,1647651766,false
5101576899,false,false,true,false,null,null,CHA_CHA_8,1647598063,false
5164577700,false,false,true,false,null,null,GLIBCLCG,1647720271,false
5097936500,false,false,true,false,null,null,CHA_CHA_20,23359,false
205085000,true,false,false,false,XOSHIRO256STARSTAR,1396,XOSHIRO256STARSTAR,1396,false
208763800,true,false,false,false,XORSHIFT128PLUS,1646767888,XORSHIFT128PLUS,1646767888,false
5083071499,false,false,true,false,null,null,CHA_CHA_12,1647587780,false
5069815099,false,false,true,false,null,null,GOLANGLCG,12473,false
5134838400,false,false,true,false,null,null,CHA_CHA_8,1647605224,false
5061010201,false,false,true,false,null,null,CHA_CHA_8,22353,false
205041301,true,false,false,false,XORSHIFT128PLUS,1646698111,XORSHIFT128PLUS,1646698111,false
5071166800,false,false,true,false,null,null,GLIBCLCG,6407,false
5088080800,false,false,true,false,null,null,GOLANGLCG,1647713167,false
5062119401,false,false,true,false,null,null,GOLANGLCG,1647718358,false
5078980300,false,false,true,false,null,null,CHA_CHA_12,1647641802,false
239989700,true,false,false,false,XOSHIRO256STARSTAR,9701,XOSHIRO256STARSTAR,9701,false
5079145500,false,false,true,false,null,null,CHA_CHA_20,1647694990,false
5075831299,false,false,true,false,null,null,KNUTH,1647599938,false
5066460101,false,false,true,false,null,null,CHA_CHA_20,1647721169,false
222667600,true,false,false,false,XOSHIRO256STARSTAR,1646842610,XOSHIRO256STARSTAR,1646842610,false
2281877100,true,false,false,false,XOSHIRO128STARSTAR,43924630536192,XOSHIRO128STARSTAR,10227,false
5073908700,false,false,true,false,null,null,CHA_CHA_20,1647609065,false
204135200,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646747163,MERSENNE_TWISTER_PYTHON,1646747163,false
312831801,true,false,false,false,JAVA_RANDOM,1646801293,JAVA_RANDOM,1646801293,false
206075300,true,false,false,false,PCG32,1646815183,PCG32,1646815183,false
227190799,true,false,false,false,XOSHIRO256STARSTAR,1646727925,XOSHIRO256STARSTAR,1646727925,false
5067444900,false,false,true,false,null,null,KNUTH,1647704399,false
200640600,true,false,false,false,XOSHIRO256STARSTAR,11308,XOSHIRO256STARSTAR,11308,false
5084560500,false,false,true,false,null,null,CHA_CHA_20,28588,false
2530787600,true,false,false,false,XOSHIRO128STARSTAR,7072922589382836224,XOSHIRO128STARSTAR,1646793119,false
208455800,true,false,false,false,XOSHIRO256STARSTAR,25040,XOSHIRO256STARSTAR,25040,false
5075445301,false,false,true,false,null,null,CHA_CHA_8,25461,false
5095228901,false,false,true,false,null,null,CHA_CHA_8,1647678127,false
5059285399,false,false,true,false,null,null,GOLANGLCG,28905,false
215323600,true,false,false,false,XOSHIRO256STARSTAR,1646780072,XOSHIRO256STARSTAR,1646780072,false
225765600,true,false,false,false,XORSHIFT128PLUS,1646725834,XORSHIFT128PLUS,1646725834,false
218507300,true,false,false,false,MERSENNE_TWISTER_PYTHON,1646798135,MERSENNE_TWISTER_PYTHON,1646798135,false
5108791700,false,false,true,false,null,null,KNUTH,1647720717,false
5076941500,false,false,true,false,null,null,CHA_CHA_20,1647610919,false
5081814500,false,false,true,false,null,null,CHA_CHA_8,1647608885,false
237118900,true,false,false,false,XORSHIFT128PLUS,1646816536,XORSHIFT128PLUS,1646816536,false
205660000,true,false,false,false,XOSHIRO256STARSTAR,1646745853,XOSHIRO256STARSTAR,1646745853,false
214257100,true,false,false,false,JAVA_RANDOM,31128,JAVA_RANDOM,31128,false
208002500,true,false,false,false,XORSHIFT128PLUS,1646771810,XORSHIFT128PLUS,1646771810,false
5066987500,false,false,true,false,null,null,CHA_CHA_20,1647659560,false
215216799,true,false,false,false,XOSHIRO256STARSTAR,1646868717,XOSHIRO256STARSTAR,1646868717,false
207205399,true,false,false,false,PCG32,24343,PCG32,24343,false
218881199,true,false,false,false,XORSHIFT128PLUS,28901,XORSHIFT128PLUS,28901,false
214421400,true,false,false,false,XOSHIRO256STARSTAR,31875,XOSHIRO256STARSTAR,31875,false
5082625500,false,false,true,false,null,null,GLIBCLCG,1647644119,false
5091955200,false,false,true,false,null,null,GLIBCLCG,1647573198,false
